date,iso,country,status,note
2020-04-05 00:00:00+00,GRL,Greenland,Closed due to COVID-19,
2020-04-05 00:00:00+00,GTM,Guatemala,Closed due to COVID-19,
2020-04-05 00:00:00+00,GUY,Guyana,Closed due to COVID-19,
2020-04-05 00:00:00+00,HND,Honduras,Closed due to COVID-19,
2020-04-05 00:00:00+00,HRV,Croatia,Closed due to COVID-19,
2020-04-05 00:00:00+00,HTI,Haiti,Closed due to COVID-19,
2020-04-05 00:00:00+00,HUN,Hungary,Closed due to COVID-19,
2020-04-05 00:00:00+00,IDN,Indonesia,Closed due to COVID-19,
2020-04-05 00:00:00+00,IND,India,Closed due to COVID-19,
2020-04-05 00:00:00+00,IRL,Ireland,Closed due to COVID-19,
2020-04-05 00:00:00+00,IRN,Iran (Islamic Republic of),Closed due to COVID-19,
2020-04-05 00:00:00+00,IRQ,Iraq,Closed due to COVID-19,
2020-04-05 00:00:00+00,ISL,Iceland,Partially open,
2020-04-05 00:00:00+00,ISR,Israel,Closed due to COVID-19,
2020-04-05 00:00:00+00,ITA,Italy,Closed due to COVID-19,
2020-04-05 00:00:00+00,JAM,Jamaica,Closed due to COVID-19,
2020-04-05 00:00:00+00,JOR,Jordan,Closed due to COVID-19,
2020-04-05 00:00:00+00,JPN,Japan,Closed due to COVID-19,
2020-04-05 00:00:00+00,KAZ,Kazakhstan,Closed due to COVID-19,
2020-04-05 00:00:00+00,KEN,Kenya,Closed due to COVID-19,
2020-04-05 00:00:00+00,KGZ,Kyrgyzstan,Closed due to COVID-19,
2020-04-05 00:00:00+00,KHM,Cambodia,Closed due to COVID-19,
2020-04-05 00:00:00+00,KIR,Kiribati,Closed due to COVID-19,
2020-04-05 00:00:00+00,KNA,Saint Kitts and Nevis,Closed due to COVID-19,
2020-04-05 00:00:00+00,KOR,Republic of Korea,Closed due to COVID-19,
2020-04-05 00:00:00+00,KWT,Kuwait,Closed due to COVID-19,
2020-04-05 00:00:00+00,LAO,Lao PDR,Closed due to COVID-19,
2020-04-05 00:00:00+00,LBN,Lebanon,Closed due to COVID-19,
2020-04-05 00:00:00+00,LBR,Liberia,Closed due to COVID-19,
2020-04-05 00:00:00+00,LBY,Libya,Closed due to COVID-19,
2020-04-05 00:00:00+00,LCA,Saint Lucia,Closed due to COVID-19,
2020-04-05 00:00:00+00,LIE,Liechtenstein,Closed due to COVID-19,
2020-04-05 00:00:00+00,LKA,Sri Lanka,Closed due to COVID-19,
2020-04-05 00:00:00+00,LSO,Lesotho,Closed due to COVID-19,
2020-04-05 00:00:00+00,LTU,Lithuania,Closed due to COVID-19,
2020-04-05 00:00:00+00,LUX,Luxembourg,Closed due to COVID-19,
2020-04-05 00:00:00+00,LVA,Latvia,Closed due to COVID-19,
2020-04-05 00:00:00+00,MAR,Morocco,Closed due to COVID-19,
2020-04-05 00:00:00+00,MCO,Monaco,Closed due to COVID-19,
2020-04-05 00:00:00+00,MDA,Republic of Moldova,Closed due to COVID-19,
2020-04-05 00:00:00+00,MDG,Madagascar,Closed due to COVID-19,
2020-04-05 00:00:00+00,MDV,Maldives,Closed due to COVID-19,
2020-04-05 00:00:00+00,MEX,Mexico,Closed due to COVID-19,
2020-04-05 00:00:00+00,MHL,Marshall Islands,Closed due to COVID-19,
2020-04-05 00:00:00+00,MKD,North Macedonia,Closed due to COVID-19,
2020-04-05 00:00:00+00,MLI,Mali,Closed due to COVID-19,
2020-04-05 00:00:00+00,MLT,Malta,Closed due to COVID-19,
2020-04-05 00:00:00+00,MMR,Myanmar,Closed due to COVID-19,
2020-04-05 00:00:00+00,MNE,Montenegro,Closed due to COVID-19,
2020-04-05 00:00:00+00,MNG,Mongolia,Closed due to COVID-19,
2020-04-05 00:00:00+00,MOZ,Mozambique,Closed due to COVID-19,
2020-04-05 00:00:00+00,MRT,Mauritania,Closed due to COVID-19,
2020-04-05 00:00:00+00,MSR,Montserrat,Closed due to COVID-19,
2020-04-05 00:00:00+00,MUS,Mauritius,Academic break,
2020-04-05 00:00:00+00,MWI,Malawi,Closed due to COVID-19,
2020-04-05 00:00:00+00,MYS,Malaysia,Closed due to COVID-19,
2020-04-05 00:00:00+00,NAM,Namibia,Closed due to COVID-19,
2020-04-05 00:00:00+00,NER,Niger,Closed due to COVID-19,
2020-04-05 00:00:00+00,NGA,Nigeria,Closed due to COVID-19,
2020-04-05 00:00:00+00,NIU,Niue,Closed due to COVID-19,
2020-04-05 00:00:00+00,NLD,Netherlands,Closed due to COVID-19,
2020-04-05 00:00:00+00,NOR,Norway,Closed due to COVID-19,
2020-04-05 00:00:00+00,NPL,Nepal,Closed due to COVID-19,
2020-04-05 00:00:00+00,NZL,New Zealand,Academic break,
2020-04-05 00:00:00+00,OMN,Oman,Closed due to COVID-19,
2020-04-05 00:00:00+00,PAK,Pakistan,Closed due to COVID-19,
2020-04-05 00:00:00+00,PAN,Panama,Closed due to COVID-19,
2020-04-05 00:00:00+00,PER,Peru,Closed due to COVID-19,
2020-04-05 00:00:00+00,PHL,Philippines,Closed due to COVID-19,
2020-04-05 00:00:00+00,PLW,Palau,Closed due to COVID-19,
2020-04-05 00:00:00+00,PNG,Papua New Guinea,Closed due to COVID-19,
2020-04-05 00:00:00+00,POL,Poland,Closed due to COVID-19,
2020-04-05 00:00:00+00,PRK,Democratic People's Republic of Korea,Closed due to COVID-19,
2020-04-05 00:00:00+00,PRT,Portugal,Closed due to COVID-19,
2020-04-05 00:00:00+00,PRY,Paraguay,Closed due to COVID-19,
2020-04-05 00:00:00+00,PSE,Palestine,Closed due to COVID-19,
2020-04-05 00:00:00+00,QAT,Qatar,Closed due to COVID-19,
2020-04-05 00:00:00+00,ROU,Romania,Closed due to COVID-19,
2020-04-05 00:00:00+00,RUS,Russian Federation,Partially open,
2020-04-05 00:00:00+00,RWA,Rwanda,Closed due to COVID-19,
2020-04-05 00:00:00+00,SAU,Saudi Arabia,Closed due to COVID-19,
2020-04-05 00:00:00+00,SDN,Sudan,Closed due to COVID-19,
2020-04-05 00:00:00+00,SEN,Senegal,Closed due to COVID-19,
2020-04-05 00:00:00+00,SJM,Svalbard,Closed due to COVID-19,
2020-04-05 00:00:00+00,SLB,Solomon Islands,Closed due to COVID-19,
2020-04-05 00:00:00+00,SLE,Sierra Leone,Closed due to COVID-19,
2020-04-05 00:00:00+00,SLV,El Salvador,Closed due to COVID-19,
2020-04-05 00:00:00+00,SMR,San Marino,Closed due to COVID-19,
2020-04-05 00:00:00+00,SOM,Somalia,Closed due to COVID-19,
2020-04-05 00:00:00+00,SRB,Serbia,Closed due to COVID-19,
2020-04-05 00:00:00+00,SSD,South Sudan,Closed due to COVID-19,
2020-04-05 00:00:00+00,STP,São Tomé and Príncipe,Closed due to COVID-19,
2020-04-05 00:00:00+00,SUR,Suriname,Closed due to COVID-19,
2020-04-05 00:00:00+00,SVK,Slovakia,Closed due to COVID-19,
2020-04-05 00:00:00+00,SVN,Slovenia,Closed due to COVID-19,
2020-04-05 00:00:00+00,SWE,Sweden,Partially open,
2020-04-05 00:00:00+00,SWZ,Eswatini,Closed due to COVID-19,
2020-04-05 00:00:00+00,SXM,Sint Marteen,Closed due to COVID-19,
2020-04-05 00:00:00+00,SYC,Seychelles,Partially open,
2020-04-05 00:00:00+00,SYR,Syrian Arab Republic,Closed due to COVID-19,
2020-04-05 00:00:00+00,TCA,Turks and Caicos Island,Closed due to COVID-19,
2020-04-05 00:00:00+00,TCD,Chad,Closed due to COVID-19,
2020-04-05 00:00:00+00,TGO,Togo,Closed due to COVID-19,
2020-04-05 00:00:00+00,THA,Thailand,Closed due to COVID-19,
2020-04-05 00:00:00+00,TLS,Timor-Leste,Closed due to COVID-19,
2020-04-05 00:00:00+00,TON,Tonga,Closed due to COVID-19,
2020-04-05 00:00:00+00,TTO,Trinidad and Tobago,Closed due to COVID-19,
2020-04-05 00:00:00+00,TUN,Tunisia,Closed due to COVID-19,
2020-04-05 00:00:00+00,TUR,Turkey,Closed due to COVID-19,
2020-04-05 00:00:00+00,TZA,United Republic of Tanzania,Closed due to COVID-19,
2020-04-05 00:00:00+00,UGA,Uganda,Closed due to COVID-19,
2020-04-05 00:00:00+00,UKR,Ukraine,Closed due to COVID-19,
2020-04-05 00:00:00+00,URY,Uruguay,Closed due to COVID-19,
2020-04-05 00:00:00+00,USA,United States of America,Partially open,
2020-04-05 00:00:00+00,UZB,Uzbekistan,Closed due to COVID-19,
2020-04-05 00:00:00+00,VCT,Saint Vincent and the Grenadines,Closed due to COVID-19,
2020-04-05 00:00:00+00,VEN,Venezuela,Closed due to COVID-19,
2020-04-05 00:00:00+00,VGB,British Virgin Islands,Closed due to COVID-19,
2020-04-05 00:00:00+00,VNM,Viet Nam,Closed due to COVID-19,
2020-04-05 00:00:00+00,VUT,Vanuatu,Closed due to COVID-19,
2020-04-05 00:00:00+00,WSM,Samoa,Closed due to COVID-19,
2020-04-05 00:00:00+00,YEM,Yemen,Closed due to COVID-19,
2020-04-05 00:00:00+00,ZAF,South Africa,Closed due to COVID-19,
2020-04-05 00:00:00+00,ZMB,Zambia,Closed due to COVID-19,
2020-04-05 00:00:00+00,ZWE,Zimbabwe,Closed due to COVID-19,
2020-04-06 00:00:00+00,ABW,Aruba,Closed due to COVID-19,
2020-04-06 00:00:00+00,AFG,Afghanistan,Closed due to COVID-19,
2020-04-06 00:00:00+00,AGO,Angola,Closed due to COVID-19,
2020-04-06 00:00:00+00,AIA,Anguilla,Closed due to COVID-19,
2020-04-06 00:00:00+00,ALB,Albania,Closed due to COVID-19,
2020-04-06 00:00:00+00,AND,Andorra,Closed due to COVID-19,
2020-04-06 00:00:00+00,ARE,United Arab Emirates,Closed due to COVID-19,
2020-04-06 00:00:00+00,ARG,Argentina,Closed due to COVID-19,
2020-04-06 00:00:00+00,ARM,Armenia,Closed due to COVID-19,
2020-04-06 00:00:00+00,ATG,Antigua and Barbuda,Closed due to COVID-19,
2020-04-06 00:00:00+00,AUS,Australia,Partially open,
2020-04-06 00:00:00+00,AUT,Austria,Closed due to COVID-19,
2020-04-06 00:00:00+00,AZE,Azerbaijan,Closed due to COVID-19,
2020-04-06 00:00:00+00,BEL,Belgium,Closed due to COVID-19,
2020-04-06 00:00:00+00,BEN,Benin,Closed due to COVID-19,
2020-04-06 00:00:00+00,BFA,Burkina Faso,Closed due to COVID-19,
2020-04-06 00:00:00+00,BGD,Bangladesh,Closed due to COVID-19,
2020-04-06 00:00:00+00,BGR,Bulgaria,Closed due to COVID-19,
2020-04-06 00:00:00+00,BHR,Bahrain,Closed due to COVID-19,
2020-04-06 00:00:00+00,BHS,Bahamas,Closed due to COVID-19,
2020-04-06 00:00:00+00,BIH,Bosnia and Herzegovina,Closed due to COVID-19,
2020-04-06 00:00:00+00,BLZ,Belize,Closed due to COVID-19,
2020-04-06 00:00:00+00,BMU,Bermuda,Closed due to COVID-19,
2020-04-06 00:00:00+00,BOL,Bolivia (Plurinational State of),Closed due to COVID-19,
2020-04-06 00:00:00+00,BRA,Brazil,Closed due to COVID-19,
2020-04-06 00:00:00+00,BRB,Barbados,Closed due to COVID-19,
2020-04-06 00:00:00+00,BRN,Brunei Darussalam,Closed due to COVID-19,
2020-04-06 00:00:00+00,BTN,Bhutan,Closed due to COVID-19,
2020-04-06 00:00:00+00,BWA,Botswana,Closed due to COVID-19,
2020-04-06 00:00:00+00,CAF,Central African republic,Closed due to COVID-19,
2020-04-06 00:00:00+00,CAN,Canada,Closed due to COVID-19,
2020-04-06 00:00:00+00,CHE,Switzerland,Closed due to COVID-19,
2020-04-06 00:00:00+00,CHL,Chile,Closed due to COVID-19,
2020-04-06 00:00:00+00,CHN,China,Closed due to COVID-19,
2020-04-06 00:00:00+00,CIV,Cote d'Ivoire,Closed due to COVID-19,
2020-04-06 00:00:00+00,CMR,Cameroon,Closed due to COVID-19,
2020-04-06 00:00:00+00,COD,Democratic Republic of the Congo,Closed due to COVID-19,
2020-04-06 00:00:00+00,COG,Congo,Closed due to COVID-19,
2020-04-06 00:00:00+00,COK,Cook Islands,Closed due to COVID-19,
2020-04-06 00:00:00+00,COL,Colombia,Closed due to COVID-19,
2020-04-06 00:00:00+00,COM,Comoros,Closed due to COVID-19,
2020-04-06 00:00:00+00,CRI,Costa Rica,Closed due to COVID-19,
2020-04-06 00:00:00+00,CUB,Cuba,Closed due to COVID-19,
2020-04-06 00:00:00+00,CUW,Curaçao,Closed due to COVID-19,
2020-04-06 00:00:00+00,CYM,Cayman Islands,Closed due to COVID-19,
2020-04-06 00:00:00+00,CYP,Cyprus,Closed due to COVID-19,
2020-04-06 00:00:00+00,CZE,Czechia,Closed due to COVID-19,
2020-04-06 00:00:00+00,DEU,Germany,Closed due to COVID-19,
2020-04-06 00:00:00+00,DJI,Djibouti,Closed due to COVID-19,
2020-04-06 00:00:00+00,DMA,Dominica,Closed due to COVID-19,
2020-04-06 00:00:00+00,DNK,Denmark,Closed due to COVID-19,
2020-04-06 00:00:00+00,DOM,Dominican Republic,Closed due to COVID-19,
2020-04-06 00:00:00+00,DZA,Algeria,Closed due to COVID-19,
2020-04-06 00:00:00+00,ECU,Ecuador,Closed due to COVID-19,
2020-04-06 00:00:00+00,EGY,Egypt,Closed due to COVID-19,
2020-04-06 00:00:00+00,ERI,Eritrea,Closed due to COVID-19,
2020-04-06 00:00:00+00,ESP,Spain,Closed due to COVID-19,
2020-04-06 00:00:00+00,EST,Estonia,Closed due to COVID-19,
2020-04-06 00:00:00+00,ETH,Ethiopia,Closed due to COVID-19,
2020-04-06 00:00:00+00,FIN,Finland,Closed due to COVID-19,
2020-04-06 00:00:00+00,FJI,Fiji,Closed due to COVID-19,
2020-04-06 00:00:00+00,FRA,France,Closed due to COVID-19,
2020-04-06 00:00:00+00,FRO,Faroe Islands,Closed due to COVID-19,
2020-04-06 00:00:00+00,FSM,Micronesia (Federated States of),Closed due to COVID-19,
2020-04-06 00:00:00+00,GAB,Gabon,Closed due to COVID-19,
2020-04-06 00:00:00+00,GBR,United Kingdom of Great Britain and Northern Ireland,Closed due to COVID-19,
2020-04-06 00:00:00+00,GEO,Georgia,Closed due to COVID-19,
2020-04-06 00:00:00+00,GHA,Ghana,Closed due to COVID-19,
2020-04-06 00:00:00+00,GIB,Gibraltar,Closed due to COVID-19,
2020-04-06 00:00:00+00,GIN,Guinea,Closed due to COVID-19,
2020-04-06 00:00:00+00,GMB,Gambia,Closed due to COVID-19,
2020-04-06 00:00:00+00,GNB,Guinea-Bissau,Closed due to COVID-19,
2020-04-06 00:00:00+00,GNQ,Equatorial Guinea,Closed due to COVID-19,
2020-04-06 00:00:00+00,GRC,Greece,Closed due to COVID-19,
2020-04-06 00:00:00+00,GRD,Grenada,Closed due to COVID-19,
2020-04-06 00:00:00+00,GRL,Greenland,Closed due to COVID-19,
2020-04-06 00:00:00+00,GTM,Guatemala,Closed due to COVID-19,
2020-04-06 00:00:00+00,GUY,Guyana,Closed due to COVID-19,
2020-04-06 00:00:00+00,HND,Honduras,Closed due to COVID-19,
2020-04-06 00:00:00+00,HRV,Croatia,Closed due to COVID-19,
2020-04-06 00:00:00+00,HTI,Haiti,Closed due to COVID-19,
2020-04-06 00:00:00+00,HUN,Hungary,Closed due to COVID-19,
2020-04-06 00:00:00+00,IDN,Indonesia,Closed due to COVID-19,
2020-04-06 00:00:00+00,IND,India,Closed due to COVID-19,
2020-04-06 00:00:00+00,IRL,Ireland,Closed due to COVID-19,
2020-04-06 00:00:00+00,IRN,Iran (Islamic Republic of),Closed due to COVID-19,
2020-04-06 00:00:00+00,IRQ,Iraq,Closed due to COVID-19,
2020-04-06 00:00:00+00,ISL,Iceland,Partially open,
2020-04-06 00:00:00+00,ISR,Israel,Closed due to COVID-19,
2020-04-06 00:00:00+00,ITA,Italy,Closed due to COVID-19,
2020-04-06 00:00:00+00,JAM,Jamaica,Closed due to COVID-19,
2020-04-06 00:00:00+00,JOR,Jordan,Closed due to COVID-19,
2020-04-06 00:00:00+00,JPN,Japan,Partially open,
2020-04-06 00:00:00+00,KAZ,Kazakhstan,Closed due to COVID-19,
2020-04-06 00:00:00+00,KEN,Kenya,Closed due to COVID-19,
2020-04-06 00:00:00+00,KGZ,Kyrgyzstan,Closed due to COVID-19,
2020-04-06 00:00:00+00,KHM,Cambodia,Closed due to COVID-19,
2020-04-06 00:00:00+00,KIR,Kiribati,Closed due to COVID-19,
2020-04-06 00:00:00+00,KNA,Saint Kitts and Nevis,Closed due to COVID-19,
2020-04-06 00:00:00+00,KOR,Republic of Korea,Closed due to COVID-19,
2020-04-06 00:00:00+00,KWT,Kuwait,Closed due to COVID-19,
2020-04-06 00:00:00+00,LAO,Lao PDR,Closed due to COVID-19,
2020-04-06 00:00:00+00,LBN,Lebanon,Closed due to COVID-19,
2020-04-06 00:00:00+00,LBR,Liberia,Closed due to COVID-19,
2020-04-06 00:00:00+00,LBY,Libya,Closed due to COVID-19,
2020-04-06 00:00:00+00,LCA,Saint Lucia,Closed due to COVID-19,
2020-04-06 00:00:00+00,LIE,Liechtenstein,Closed due to COVID-19,
2020-04-06 00:00:00+00,LKA,Sri Lanka,Closed due to COVID-19,
2020-04-06 00:00:00+00,LSO,Lesotho,Closed due to COVID-19,
2020-04-06 00:00:00+00,LTU,Lithuania,Closed due to COVID-19,
2020-04-06 00:00:00+00,LUX,Luxembourg,Closed due to COVID-19,
2020-04-06 00:00:00+00,LVA,Latvia,Closed due to COVID-19,
2020-04-06 00:00:00+00,MAR,Morocco,Closed due to COVID-19,
2020-04-06 00:00:00+00,MCO,Monaco,Closed due to COVID-19,
2020-04-06 00:00:00+00,MDA,Republic of Moldova,Closed due to COVID-19,
2020-04-06 00:00:00+00,MDG,Madagascar,Closed due to COVID-19,
2020-04-06 00:00:00+00,MDV,Maldives,Closed due to COVID-19,
2020-04-06 00:00:00+00,MEX,Mexico,Closed due to COVID-19,
2020-04-06 00:00:00+00,MHL,Marshall Islands,Fully open,
2020-04-06 00:00:00+00,MKD,North Macedonia,Closed due to COVID-19,
2020-04-06 00:00:00+00,MLI,Mali,Closed due to COVID-19,
2020-04-06 00:00:00+00,MLT,Malta,Closed due to COVID-19,
2020-04-06 00:00:00+00,MMR,Myanmar,Closed due to COVID-19,
2020-04-06 00:00:00+00,MNE,Montenegro,Closed due to COVID-19,
2020-04-06 00:00:00+00,MNG,Mongolia,Closed due to COVID-19,
2020-04-06 00:00:00+00,MOZ,Mozambique,Closed due to COVID-19,
2020-04-06 00:00:00+00,MRT,Mauritania,Closed due to COVID-19,
2020-04-06 00:00:00+00,MSR,Montserrat,Closed due to COVID-19,
2020-04-06 00:00:00+00,MUS,Mauritius,Academic break,
2020-04-06 00:00:00+00,MWI,Malawi,Closed due to COVID-19,
2020-04-06 00:00:00+00,MYS,Malaysia,Closed due to COVID-19,
2020-04-06 00:00:00+00,NAM,Namibia,Closed due to COVID-19,
2020-04-06 00:00:00+00,NER,Niger,Closed due to COVID-19,
2020-04-06 00:00:00+00,NGA,Nigeria,Closed due to COVID-19,
2020-04-06 00:00:00+00,NIU,Niue,Closed due to COVID-19,
2020-04-06 00:00:00+00,NLD,Netherlands,Closed due to COVID-19,
2020-04-06 00:00:00+00,NOR,Norway,Closed due to COVID-19,
2020-04-06 00:00:00+00,NPL,Nepal,Closed due to COVID-19,
2020-04-06 00:00:00+00,NZL,New Zealand,Academic break,
2020-04-06 00:00:00+00,OMN,Oman,Closed due to COVID-19,
2020-04-06 00:00:00+00,PAK,Pakistan,Closed due to COVID-19,
2020-04-06 00:00:00+00,PAN,Panama,Closed due to COVID-19,
2020-04-06 00:00:00+00,PER,Peru,Closed due to COVID-19,
2020-04-06 00:00:00+00,PHL,Philippines,Closed due to COVID-19,
2020-04-06 00:00:00+00,PLW,Palau,Closed due to COVID-19,
2020-04-06 00:00:00+00,PNG,Papua New Guinea,Closed due to COVID-19,
2020-04-06 00:00:00+00,POL,Poland,Closed due to COVID-19,
2020-04-06 00:00:00+00,PRK,Democratic People's Republic of Korea,Closed due to COVID-19,
2020-04-06 00:00:00+00,PRT,Portugal,Closed due to COVID-19,
2020-04-06 00:00:00+00,PRY,Paraguay,Closed due to COVID-19,
2020-04-06 00:00:00+00,PSE,Palestine,Closed due to COVID-19,
2020-04-06 00:00:00+00,QAT,Qatar,Closed due to COVID-19,
2020-04-06 00:00:00+00,ROU,Romania,Closed due to COVID-19,
2020-04-06 00:00:00+00,RUS,Russian Federation,Partially open,
2020-04-06 00:00:00+00,RWA,Rwanda,Closed due to COVID-19,
2020-04-06 00:00:00+00,SAU,Saudi Arabia,Closed due to COVID-19,
2020-04-06 00:00:00+00,SDN,Sudan,Closed due to COVID-19,
2020-04-06 00:00:00+00,SEN,Senegal,Closed due to COVID-19,
2020-04-06 00:00:00+00,SJM,Svalbard,Closed due to COVID-19,
2020-04-06 00:00:00+00,SLB,Solomon Islands,Closed due to COVID-19,
2020-04-06 00:00:00+00,SLE,Sierra Leone,Closed due to COVID-19,
2020-04-06 00:00:00+00,SLV,El Salvador,Closed due to COVID-19,
2020-04-06 00:00:00+00,SMR,San Marino,Closed due to COVID-19,
2020-04-06 00:00:00+00,SOM,Somalia,Closed due to COVID-19,
2020-04-06 00:00:00+00,SRB,Serbia,Closed due to COVID-19,
2020-04-06 00:00:00+00,SSD,South Sudan,Closed due to COVID-19,
2020-04-06 00:00:00+00,STP,São Tomé and Príncipe,Closed due to COVID-19,
2020-04-06 00:00:00+00,SUR,Suriname,Closed due to COVID-19,
2020-04-06 00:00:00+00,SVK,Slovakia,Closed due to COVID-19,
2020-04-06 00:00:00+00,SVN,Slovenia,Closed due to COVID-19,
2020-04-06 00:00:00+00,SWE,Sweden,Partially open,
2020-04-06 00:00:00+00,SWZ,Eswatini,Closed due to COVID-19,
2020-04-06 00:00:00+00,SXM,Sint Marteen,Closed due to COVID-19,
2020-04-06 00:00:00+00,SYC,Seychelles,Partially open,
2020-04-06 00:00:00+00,SYR,Syrian Arab Republic,Closed due to COVID-19,
2020-04-06 00:00:00+00,TCA,Turks and Caicos Island,Closed due to COVID-19,
2020-04-06 00:00:00+00,TCD,Chad,Closed due to COVID-19,
2020-04-06 00:00:00+00,TGO,Togo,Closed due to COVID-19,
2020-04-06 00:00:00+00,THA,Thailand,Closed due to COVID-19,
2020-04-06 00:00:00+00,TLS,Timor-Leste,Closed due to COVID-19,
2020-04-06 00:00:00+00,TON,Tonga,Closed due to COVID-19,
2020-04-06 00:00:00+00,TTO,Trinidad and Tobago,Closed due to COVID-19,
2020-04-06 00:00:00+00,TUN,Tunisia,Closed due to COVID-19,
2020-04-06 00:00:00+00,TUR,Turkey,Closed due to COVID-19,
2020-04-06 00:00:00+00,TZA,United Republic of Tanzania,Closed due to COVID-19,
2020-04-06 00:00:00+00,UGA,Uganda,Closed due to COVID-19,
2020-04-06 00:00:00+00,UKR,Ukraine,Closed due to COVID-19,
2020-04-06 00:00:00+00,URY,Uruguay,Closed due to COVID-19,
2020-04-06 00:00:00+00,USA,United States of America,Partially open,
2020-04-06 00:00:00+00,UZB,Uzbekistan,Closed due to COVID-19,
2020-04-06 00:00:00+00,VCT,Saint Vincent and the Grenadines,Closed due to COVID-19,
2020-04-06 00:00:00+00,VEN,Venezuela,Closed due to COVID-19,
2020-04-06 00:00:00+00,VGB,British Virgin Islands,Closed due to COVID-19,
2020-04-06 00:00:00+00,VNM,Viet Nam,Closed due to COVID-19,
2020-04-06 00:00:00+00,VUT,Vanuatu,Closed due to COVID-19,
2020-04-06 00:00:00+00,WSM,Samoa,Closed due to COVID-19,
2020-04-06 00:00:00+00,YEM,Yemen,Closed due to COVID-19,
2020-04-06 00:00:00+00,ZAF,South Africa,Closed due to COVID-19,
2020-04-06 00:00:00+00,ZMB,Zambia,Closed due to COVID-19,
2020-04-06 00:00:00+00,ZWE,Zimbabwe,Closed due to COVID-19,
2020-04-07 00:00:00+00,ABW,Aruba,Closed due to COVID-19,
2020-04-07 00:00:00+00,AFG,Afghanistan,Closed due to COVID-19,
2020-04-07 00:00:00+00,AGO,Angola,Closed due to COVID-19,
2020-04-07 00:00:00+00,AIA,Anguilla,Closed due to COVID-19,
2020-04-07 00:00:00+00,ALB,Albania,Closed due to COVID-19,
2020-04-07 00:00:00+00,AND,Andorra,Closed due to COVID-19,
2020-04-07 00:00:00+00,ARE,United Arab Emirates,Closed due to COVID-19,
2020-04-07 00:00:00+00,ARG,Argentina,Closed due to COVID-19,
2020-04-07 00:00:00+00,ARM,Armenia,Closed due to COVID-19,
2020-04-07 00:00:00+00,ATG,Antigua and Barbuda,Closed due to COVID-19,
2020-04-07 00:00:00+00,AUS,Australia,Partially open,
2020-04-07 00:00:00+00,AUT,Austria,Closed due to COVID-19,
2020-04-07 00:00:00+00,AZE,Azerbaijan,Closed due to COVID-19,
2020-04-07 00:00:00+00,BEL,Belgium,Closed due to COVID-19,
2020-04-07 00:00:00+00,BEN,Benin,Closed due to COVID-19,
2020-04-07 00:00:00+00,BFA,Burkina Faso,Closed due to COVID-19,
2020-04-07 00:00:00+00,BGD,Bangladesh,Closed due to COVID-19,
2020-04-07 00:00:00+00,BGR,Bulgaria,Closed due to COVID-19,
2020-04-07 00:00:00+00,BHR,Bahrain,Closed due to COVID-19,
2020-04-07 00:00:00+00,BHS,Bahamas,Closed due to COVID-19,
2020-04-07 00:00:00+00,BIH,Bosnia and Herzegovina,Closed due to COVID-19,
2020-04-07 00:00:00+00,BLZ,Belize,Closed due to COVID-19,
2020-04-07 00:00:00+00,BMU,Bermuda,Closed due to COVID-19,
2020-04-07 00:00:00+00,BOL,Bolivia (Plurinational State of),Closed due to COVID-19,
2020-04-07 00:00:00+00,BRA,Brazil,Closed due to COVID-19,
2020-04-07 00:00:00+00,BRB,Barbados,Closed due to COVID-19,
2020-04-07 00:00:00+00,BRN,Brunei Darussalam,Closed due to COVID-19,
2020-04-07 00:00:00+00,BTN,Bhutan,Closed due to COVID-19,
2020-04-07 00:00:00+00,BWA,Botswana,Closed due to COVID-19,
2020-04-07 00:00:00+00,CAF,Central African republic,Closed due to COVID-19,
